id,tweet
4101,@USER Εσύ πρέπει να είσαι σοφός άνθρωπος..
1035,Δεν έμαθες ούτε από τον Εφιάλτη ούτε από τον Ιούδα. Γιατί τέτοιου βεληνεκούς ρουφιάνος είσαι. Κρίμα.
8688,"Έλα νταξ, κούρασε λίγο ο Μάστορας με τη μίμηση του Παπακων/νου! Ας κάνει και κανέναν άλλο! #xfactorgr"
8060,Ρε Μπράτη σήμερα έχεις διαύγεια..... #gntmgr
3829,Γιατί τις ξανακουβαλησαν αυτές; #shoppingstar
6329,Μια χούφτα ακροδεξιοί και ο Ψωμιάδης να ψήνει σουβλάκια.... #μπαρμπεκιου #διαβατα
5436,"Ποσο περηφανα να ειναι σημερα τα ναζιδια που ειδαν τον Φυρερισκο τους να τρεμει μπροστα στην Δικαιοσυνη! Μιλησε απαξιωτικα για βουλευτες του, ειπε πως ο χαιρετισμος δεν ειναι ναζιστικος, οτι δεν ειναι φασιστας. Αρνηθηκε δλδ πραγματα για τα οποια ""αγωνιζεται"" μια ολοκληρη ζωη."
8875,"@USER βγάλε όσο ομοφοβικό εμετό έχεις τώρα , γιατί σε λίγο στο gay pride πρώτο θα δεις τον #κουλη και την παρέα του ! Ξέρω πονάς αισθάνεσαι προδομένος αλλά από κάτι τέτοιους μαλακές σαν και σένα επιζούν αυτοί !"
2970,Κάνεις μπάνιο για να είσαι καθαρός. Μπαίνει ηλεκτρικό. Κάνεις μπάνιο με τον ιδρώτα σου. Καλό καλοκαίρι.
3820,Ελληνικό κράτος είναι αυτό που είσαι υποψήφιος δημοτικός σύμβουλος στην Μήλο αλλά ψηφίζεις στον Πειραιά. Και το μαθαίνεις σήμερα. Ευχαριστώ
4204,τις δυο δεν τις θυμαμαι διολου #shoppingstar
285,εμείς οι γυναίκες και στα θυμαράκια να πάμε θα βάλουμε φοντέσιον ‍️ #shoppingstar
5431,"Οι Ευρωπαίες που θα τις μπολιάσουν οι Ασιάτες, παραπάνω απο 2 παιδιά μέσο όρο, δε θα κάνουν. Καλύτερα να μας στείλουν γυναίκες, να τις μπολιάσουν οι Ευρωπαίοι, να κάνουν απο 6 ή 8 παιδιά, να λύσουμε και το ασφαλιστικό. Άντρες δέ θέλουμε. Έχουμε."
3725,"Πήγαινα με 80 σε πηγμένη Εθνική, φορώντας κράνος (των 800€, όχι του Πράκτικερ), μπουφάν, γάντια, μπότες, παντελόνι με επιγονατίδες και πάλι διέλυσα τον ώμο μου. Δεν είστε μάγκες αν δεν φοράτε προστατευτικά στη μηχανή. Μαλάκες είστε."
2898,@USER καποιοι δε σκληραινουν ποτε....απλα κλεινονται...κ δυνατος δε γινεσαι μ το άδικο ...δυνατος εισαι για οσα ξεπερνας..περνας ..νικας χωρις κανεις ν ξερει....για οσα βοηθας και στηριζεις... να στε καλα
5920,"Πολύ φυσικές οι αντιδράσεις της Βικης, καμιά υπερβολή και πάλι, πουθενα. #GNTMgr"
5647,Αυτές δεν ξέρουν καν τι είναι η υπεραλίευση εν το μεταξύ #gntmgr
955,@USER πιστεψε με ξερω και πολυ καλα ελληνικα και χρησιμοποιω πολυ καλα την γλωσσα και υποψιαζομαι οτι ειμαι και μεγαλυτερος αν νομιζεις τωρα οτι μου την ειπες με το λεξικο επειδη σου λεω οτι ο ντανος ειναι καλυτερος σε ολα απο δαλακα εισαι πολυ γελασμενη
8318,"@USER ""πραγματικά"" η όχι θύματα ιμπεριαλιστικών πολέμων, ούτε διαχωρίζονται τα θύματα των πολέμων, τα παιδιά, οι οικογένειες οι πρόσφυγες γενικά με βάση την θρησκεία η την γλώσσα. Οι εποχές μπορεί να είναι διαφορετικές, η ουσία του ρατσισμού δεν αλλάζει."
1807,#poweroflovegr 7 μερες χωρις μαναφουκι... Θα αυτο-δηλητηριαστουμε ρε αν δεν το βγαλουμε απο μεσα μας μετα απο τοση στερηση! Κανονιστε!
5672,"#gntmgr Νομιζω πλεον οι ""δοκιμασιες"", περα απο την πλακα, εχουν παρει, καθαρα, χαρακτηρα γελοιοποίησης των παικτριων."
2902,"Αυτό που δεν έχετε καταλάβει σύντροφοι και ξεφτίλες συνοδοιπόροι είναι ότι το προϊόν ΣΥΡΙΖΑ είναι πλέον τοξικό. Και ως τέτοιο αντιμετωπίζεται: όσο πιο μακριά, τόσο πιο καλά"
1283,@USER ρε δεν πας στο διάολο και εσύ και ο κούλης
9262,Ο Κυπραίος μόνο στο κοτετσι του #GNTMgr που δεν κρύφτηκε. Νισάφι πια #AgriesMelisses
4006,"Τι κύκλους να έχεις εσυ Πάρις μου, ο άντρας σου έχει και για τους δυο. #shoppingstar"
4928,στο μουνι της Μαριας δεν βγαινει ποτε ο ηλιος #kalomesimeraki
3037,"Η Λορέϊν φαίνεται πολύ γλυκιά ύπαρξη, αν δεν έκανε εκείνη την πασαρέλα δε νομίζω να την θυμόμασταν #shoppingstar"
6649,"@USER λογικό δεν είναι; είδαν τι έγινε στην Ισλανδία, σου λέει άσε μην κάνουν καμιά παπαριά και βγει κανένας πολιτικός με αρχίδια και τα κάνει όλα μπαχαλο"
3295,@USER Υπάρχει μια διαφορά ο Σύριζα ...Μετά το σύριζα το θα #ερχεται_ΠΟΥΤΣΑ θα γινει πραγματικότητα! Αν όχι .. δεν υπάρχει άλλη ελπίδα ...διαβατήρια κ δρόμο! Βουλιάχτε μόνοι σας!
3811,"#poweroflovegr τον καινούργιο του είπε η μάνα του ""να πας παιδί μου αλλά κοίτα να είναι καμία παρθένα "" κι αυτός διάλεξε την Άννα που είναι πουτανα στην ψυχή."
6002,Λείπει η Μαρτίνα μας #GNTMgr
7379,#kokkinopotami Ξελογιάστηκες Μίλτο!
538,"- εγώ αργά και βασανιστικά κατεβάζω το εσώρουχο σου ... - ρε, βλαμμένο εισαι; Τελείωνε με τα απλωμένα, ψιχαλιζει ! – χαζή"
2549,Αυτό που η δεξιά υπόσχεται ανάπτυξη και θέσεις εργασίας που ποτέ κανείς δεν βλέπει για να κονομαει είναι το δεύτερο καλύτερο κόλπο που έχει σκαρφιστεί κάποιος μετά την εκκλησία #ΝΔ_ξεφτιλες #εκλογές #Εκλογες_2019
3349,"Σήμερα ψηφίζουμε. Πρώτο μας μέλημα η ήττα του φασισμού. Να στείλουμε το μήνυμα σε όλη την Ευρώπη για ανατροπή του συντηρητισμού και ισχυρή σοσιαλδημοκρατία. Για μια Ευρώπη με κοινωνική δικαιοσύνη, αλληλεγγύη και αξιοπρεπείς δουλειές για όλους. @USER #Proti_Epilogi"
3905,@USER Δε γαμαω μαλακες ειμαι επηλεκτηκη! Παω με ανδρες οχι με λουλουδες σαν εσενα απελπησμενε αγαμητε χαχαχα
7601,..συμπέρασμα: δεν έχει σημασία το αν έχεις φωνή κ ταλέντο..σημασία έχει ότι κ να' σαι..να έχεις πολλούς fans για να σε ψηφίζουν!. ισχύει για όλα τα talents show! #XFactorGR
3479,"#gynaikaxwrisonoma εντωμεταξυ η ελλη νοιαζεται να μην κανει κακο στη Μελιτη η Κατια,γλυκουλα μωρε καποιες φορες"
4993,@USER τι λες μωρη μαλακω δεν αποφασιζει η πλειοψηφια αλλσ ποιος; μηπως πρεπει να παρουμε την αδειαςσας; εισαστε ολοι για τα σιδερα
3864,"ειμαι σε διλημμα ή να αποκαλυφθω ποια ειμαι ωστε να μπορεσω να σας συστηθω και να σας καλεσω σε πραγματα που θελω ή να συνεχισω την ανωνυμια και να βριζουμε τον καριολη, την καριολα, να λεμε ακροτητες για να περναει η ωρα..."
9536,Λολ καμία δεν τη χαιρέτησε #gntmgr
8352,"Είναι μαγνητική η ομορφιά της Άννα Μαρίας πάντως, θα φτάσει ψηλά #gntmgr"
316,Μόνο εγώ το βαρέθηκα τόσο.. ; #poweroflovegr
6920,@USER Σήμερα; Κάτι άκουσα ότι θα παίξει ξύλο η Σουζάννα.. #GNTMgr
7464,"ΤΙ ΣΚΕΦΤΟΜΑΙ να του απαντήσω, αν μου στείλει: Έχεις μουτρα και στελνεις ρε μουνοπανο; ΤΙ ΑΠΑΝΤΑΩ: Καλησπέρα αγάπη μου"
5300,#GNTMgr Σαν χοντρος Μποτρινι ειναι αυτος
7173,"Ο άλλος στο Μέτσοβο ονόμασε την ταβερνα - τα 5φ : φίλε φάγε φέρε, φίλους, φύγε. Εγώ θέλω να φτιάξω μια ταμπέλα για όλους κ όλα- τα 5γ: γαμιέστε, γαμιέστε, γαμιέστε, γαμιέστε, γαμιέστε."
2796,@USER είσαι ανέραστ@
3227,@USER χες τα. το πρόβλημα ξεκίνησε από παλιά που οι αρχαίοι έβαζαν άντρες να παίζουν γυναίκες.
7893,"Να δεις που Άννα δεν κατάλαβε την ερώτηση "" θα πήγαινες πότε με παντρεμένο;"" Και απάντησε όχι #erwtasmeta"
2161,#eutixeite Καλού κακού ένα τεστ γονιμότητας το κάνεις για να είσαι σίγουρος!
7232,@USER ΔΕΝ ΦΡΟΥΡΟΥΝ ΤΟ ΑΙΓΑΙΟ!ΟΙ ΤΟΥΡΚΟΙ ΚΑΝΟΥΝ ΧΙΛΙΑΔΕΣ ΠΑΡΑΒΙΑΣΕΙΣ! ΈΠΡΕΠΕ ΝΑ ΤΟΥΣ ΕΙΧΑΝ ΚΤΥΠΗΣΕΙ!ΑΛΛΑ ΕΙΝΑΙ ΚΟΤΕΣ!ΔΕΝ ΕΠΙΤΕΛΟΥΝ ΣΗΜΕΡΑ ΤΟ ΕΡΓΟ ΤΟΥΣ!ΑΛΛΑ ΕΙΝΑΙ ΣΗΜΕΡΑ ΤΑ ΓΙΟΥΣΟΥΦΑΚΙΑ ΟΙ ΚΟΥΡΙΕΡ ΤΩΝ ΜΟΥΣΟΥΛΜΆΝΩΝ ΛΑΘΡΟΜΕΤΑΝΆΣΤΩΝ!Η ΕΛΛΑΔΑ ΕΙΝΑΙ ΣΚΛΑΒΩΜΈΝΗ ΣΤΟΥΣ ΓΕΡΜΑΝΟΥΣ!
1334,"Το οτι ήσουν γρήγορο σπερματοζωάριο, δε σημαίνει πως είσαι κι έξυπνο. #ekloges2019"
2243,@USER Βουλωστο μπούλη εσύ είσαι μπουκωμένος μέχρι το λαρύγγι τσογλαν τσιμπουκ χαχαχα
8879,Εννοειται οτι η Εβιτα ειναι η παικτρια που επειδη επαιξε τοσο με τους κριτες κ ηταν πολλη ωρα στο stage για τηλεοπτ λογους οταν θα παει να πει σε ποιανου ομαδα θα παει Ο ΣΚΑΪ ΘΑ ΔΩΣΕΙ BREAK. #TheVoiceGR
1728,Περίμενα να είναι τόση αλλά.. #ερχεται_ΠΟΥΤΣΑ #ερχεται_ΒΟΙΔΟΠΟΥΤΣΑ
8896,η παραγωγη δεν ειχε για κομπαρσους #gntmgr
3609,"#ηρθε_και_ηταν_ μεγάλη η ΑΠΟΧΗ 51% στήν Α'Αθήνας. που σημαίνει οτί το Δημόσιο Πράγμα δέν συγκινεί τήν πλειοψηφία της απορίας τών πολιτών του 1ου Δήμου της Χώρας. Η όψη,η σχέση,η κατεύθυνση, η ποιότητα τών προσώπων,οι ανάγκες,οι ιδέες. Φαντάσματα της πόλης. Σάν ξένοι"
7153,Όταν η ανάσα βγαίνει βαριά 2 πράγματα συμβαίνουν. Ή έχεις νεύρα ή η πίεση σου έχει σπάσει τα κοντέρ απ’ τα νεύρα ή έχεις καιρό να κάνεις σεξ κι έχεις νεύρα ή η πουτάνα η ζωή σε αδίκησε κι έχεις νεύρα ή βλέπεις τις ίδιες μούρες στη δουλειά κι έχεις νεύρα ή ΓΑΜΙΕΤΑΙ Ο ΔΙΑΣ
5923,Οι Έλληνες πουλάνε τις χρυσές λίρες της... Κατοχής - Στα ύψη η τιμή #agriesmelisses #gntmgr
2778,Δεν πιστεύω πως πρέπει να είσαι αθλητής για να μπεις στο #survivorGR
10189,"Kαλα οι σρζαιοι ειναι μαλακες, το παπαδαριο τι κανει ρέι"
1567,#shoppingstar τά είδαμε τά νύχια πονηρούλι..
3747,"Διασυρμός κυβέρνησης,Δικαιοσύνης,ΕΛΑΣ με Κουφοντίνα. Η κυβέρνηση έφτιαξε νομοθετικό πλαίσιο υπέρ του αμετανόητου δολοφόνου. Η ΕΛΑΣ απλά παρακολουθεί τους υποστηρικτές του να σπάνε και να απειλούν. Η Δικαιοσύνη,υπό πίεση, καπελώνει άξιους δικαστικούς για να τον διευκολύνει."
8934,"Κβαντική φυσική να τους εξηγούσες το ίδιο θα ήταν αγαπητέ Άντζελο, τίποτα δεν κατάλαβαν #gntmgr"
1696,Η πωλήτρια που είναι; #ShoppingStar
7419,"@USER κυρ Απόστολε το έχουμε χάσει το παιχνίδι. Οι λευκές γυναίκες γουστάρουν να πηδιούνται με μαύρους. Θυμήσου τη μάνα του Obama που παντρεύτηκε τον Κενυάτη, την παράτησε σε δύο χρόνια και μετά ξαναπαντρεύτηκε έναν ασιάτη που την έδερνε"
4784,Εμείς πάλι γελάμε με εσένα Σουζάνα #GNTMgr
5938,Μαράκι έλα να κάνεις κάνα ξόρκι στους απλήρωτους λογαριασμούς μου ρε φίλε #gntmgr
6770,"Το συμπερασμα είναι ενα. Ειτε φας,πιτουρο,μπροκολο και σελερι ειτε φας γυρο και κοκορετσι ο μαλακας παλι θα σε αφησει στο διαβαστηκε."
6000,Άλλο ένα μεσημέρι που πέρασε με κέφι και γέλιο! Στους υπόλοιπους ξυδάκι.... #kalomesimeraki
9250,Τζάμπα πήγε η ώρα της Μαρίας στη φάρμα.. Ασ έστελνε τον τράγο στις FF. #gntmgr
7389,Η Μαρία κάνει μόνιμα μνημόσυνο με ξένα κολυβα...και οποιος καταλαβε...καταλαβε...#GNTMgr
1791,@USER Γιώτα μου για πολλοστή φορά μας συρεις με τους υπόλοιπους. Μπορείς να προσπαθήσεις να είσαι πιο αντικειμενική; Η να λες ότι μιλάς για τα 4 κόμματα να μην μας παίρνει και εμάς το κύμα; ΔΕΝ είμαστε όλα τα κόμματα το ίδιο.
8392,#GNTMgr ; -Θεία τι δώρο μου φερες απ την Μύκονο; -Κάτι πέτρες... -...
3164,Αστερι Μισελίν είπε η αμόρφωτη βλάχα; #masterchefgr_xeftiles
8234,κανένας: στον εαυτό μου 8.55: αντε γαμή- αντε γαμήσου εργατιά
5511,"@USER Για να φτάσει να το κανει γι αυτον τον λόγο η αλλη μιλαμε για την επιτομή του ""0 χαρακτηρας"". Δυστυχώς σε πολλές άλλες γυναίκες δε γίνεται μόνο για εναν άχρηστο. Ειναι βαθύτερο το πρόβλημα και χει πολλές συνιστώσες. Μακάρι να μειώνεται το ποσοστό των γυναικων αυτων, κριμα"
3880,@USER Επειδή είσαι καμένο κλαρίνο... μήπως; .
8225,"Παρακαλώ, μου το τυλίγετε για δώρο; #gntmgr"
3057,Αυτό το πράγμα να χάνουν τα λογια τους άμα δεν έχουν κάπου να τα διαβάσουν πραγματικά με ξεπερνά #masterchefgr_xeftiles #MasterChefGR
7339,Αυτή είναι υπερπαραγωγή #kokkinopotami και όχι #AgriesMelisses ένας δρόμος και 5 σπίτια που ο ένας πέφτει πάνω στον άλλο !
54,"ΜΕ ΣΗΜΑ ΣΤΗΝ ΚΑΡΔΙΑ ΕΝΑΝ ΠΟΥΣΤΑΡΑ! ΣΤΗΣ ΤΡΟΥΜΠΑΣ ΤΑ ΣΤΕΝΑ Η ΜΑΝΑ ΣΑΣ ΕΠΙΑΣΕ ΔΟΥΛΕΙΑ! ΚΑΙ ΓΑΜΙΟΤΑΝΕ! ΚΑΙ ΞΕΣΚΙΖΟΤΑΝΕ! ΚΑΙ ΕΚΑΝΕ ΠΑΙΔΙΑ Σ' ΟΛΟ ΤΟΝ ΠΕΙΡΑΙΑ! ΕΣΑΣ ΤΑ ΜΠΑΣΤΑΡΔΑ! ΝΑΥΤΗΣ Ο ΜΠΑΜΠΑΣ, ΠΟΥΤΑΝΑ Η ΜΑΜΑ!"
9737,Πετσόκοψε Κάτια ο Μπράτης; #gntmgr
8766,#gntmgr αυτός είναι το πρωί μάστορας το βράδυ πεταλούδα
1742,@USER Ακόμη να παρετηθείς; Τελικά είσαι χειρότερος και από τους μεγαλύτερους πολιτικάντηδες..
4854,"Θίχτηκε η Σουζάνα για την φίλη της. Όταν κορόιδευαν την Γκλόρια για το ύψος της μέσα στα μούτρα της, έκανε γελακια. #gntmgr"
6437,"Μαγκυ Χαραλαμπιδου, ο Εθνικος μας κωλος ρε! #kalytera"
8866,Ασημινα αγαπη μοιαζεις με γάιδαρο. 27 εισαι οχι 17. Πανε σπιτι #GNTMgr
400,@USER Χατζηνικολάου ξεφυγες . Θέλει η πουτανα να κρυφτεί και η χαρά δεν την αφήνει.
2784,Πάλι η Βούλτεψη στα κανάλια γαμώ την πουτάνα μου και το λέω εγώ που ψηφίζω δεξιά με σιχάθηκα τώρα
651,"Συγνώμη γιατί κράζετε μόνο τη Μάρθα; Ούτε ο Φώτης μιλάει, ούτε η Κάτια αφού γνωρίζουν #gynaikaxwrisonoma"
1599,@USER Εισαι σε καλό δρόμο! Εχω ελπίδες για σένα! Καλημέρα!
2998,@USER φωνή βοώντος εν τη ερημω είσαι ρε σκωληξ Respect ρε
2443,"@USER Από την Αρχαία Αθήνα έως σήμερα, πες μου πότε έχει εκλεγεί από τον όχλο ο Άριστος. Αυτό το κΥνοβολευτικό σύστημα θα το αποτεφρώσουμε και η σκόνη του θα εξανεμιστεί. Να είσαι σίγουρος ότι την ώρα της κρίσης κανένα κομματόσκυλο δε θα προτάξει τα στήθια του..."
6405,Θα την φανε την κουτουλια με τα κερατα και θα τους γινει το αιδοίο κόσκινο #gntmgr
2830,#survivorGR κυριακο εισαι υπουλος κ φαινεται
8349,Αυτος ο τασος την εχει δει ξερξης σημερα #gntmgr
788,"@USER Οχι καλε.Χαρακτηρισε μονο ωραιο γκομενακι μια γυναικα.Φανταζομαι ετσι θελεις να μιλουν κ για τη μανα σου,την αδερφή σου ή τη γυναίκα σου"
5638,"#TheVoiceGR ό,τι να ναι η κοπελιά. Άμα ήσουν καλή και το ήθελες πολύ θα έμπαινες κάπου για μουσικές σπουδές. Αντί αυτού πήγε για βρεφονηπιοκομος αλλά δουλεύει στα διόδια (το οποίο το είπε με κάποια απαξίωση)"
4379,@USER Πραγματικα ποσο τιποτενιος χαρακτηρας εισαι;
1608,Μωρή κατιναρα Λίλιαν κόψε αυτά τα ειρωνικά σχόλια γιατί θα σε περιλάβει η Κάτια #GynaikaXwrisOnoma
6715,Πιαστε τα και δωστε τα στις ηλιθιες να ηρεμησουν τα γλυκα.μου! #gntmgr
8798,#GNTMgr Έτσι είναι Κάτια μού όταν κάνουμε μαλακια το παίζουμε κινέζοι αφού δεν έχουμε τα μπαλάκια να πούμε την αλήθεια
360,"Ρία,μιά χαρά κοπέλα είσαι!Καλόψυχη,αγωνίστρια κ φιλική με όλους!Να περνάς καλά κ μην ακούς τους φανατίλες εδώ μέσα! #survivorgr"
1121,"έτσι όπως το έβλεπες το κώμα της #ΝΔ_ξεφτιλες ΄έλεγες τι λίπη, δίπλα απ το #Μπογδανο, τι λίπη, να τι λίπη, οι ""τρίχες"" #Βενιζελος"
1221,"Όσοι δεν μπήκατε στο ZMAKDOME WORLD INVASION χάσατε τον πιο υπέρτατο κώλο που έχει πατήσει σε Ελληνικό pro-wrestling ring. Και με αυτό εννοώ ότι ήταν τυχεροί οι ξένοι γιατί μας πήραν δυο ζώνες. Αυτό εννοώ με αυτό. Με αυτό, αυτό εννοώ."
3269,Λεει η ΔΕΥΤΕΡΗ του #masterchefgr! Ειμαι νικητρια! απλα δεν πηρα τον τιτλο-το επαθλο-τα χρηματα-τη φημη-τη δοξα............τα νευρα μου τα χαπια μου κι ενα ταξι να φυγω!! τι οχι;#MasterChefGR_Xeftiles #Survivorgr #giatiparea #topwino #PowerOfLovegr !
3308,@USER Πού κολλάει αυτό ; Είπες ότι η Δαλάκα την διάλεξε και σου εξήγησα πως οι άσπροι την έβαλαν στο μπεστ οφ. Όπως και οι μαύροι την Κατερίνα. Μπορείς απλά να παραδεχτείς το λάθος σου!
671,"Αρχίζω να πιστεύω πως σκοτώνει την ελληνική γλώσσα για την προσοχή, δεν μπορεί να είναι τόσο στόκος #shoppingstar"
539,"-Μόλις μου έστειλε μνμ η κουμπάρα, βγαίνει σήμερα ρντβ με νέο αμόρε. -Πούστης είναι. -Που το ξέρεις εσύ; τον ξέρεις; -Τελικός CL βγαίνει ραντεβού; την σφίγγει δυνατά την γραβάτα σου λέω. #ChampionsLeagueFinal #TOTLIV"
9109,@USER Ο Κούλης τους έχει γραμμένους.Θέλει τους πρόσφυγες-μετανάστες κ τους μεταφέρει στην ενδοχώρα οχι γιατί τους αγάπησε βέβαια!οικονομικές ζώνες μυρίζει η υπόθεση με μισθούς πείνας δώρο στους αγαπημένους του.ΕΡΧΕΤΑΙ Η ΑΝΑΠΤΥΞΗ
10005,"Μαρφίν, 24χρονοι αστυνομικοί αναβοσβήνουν 11 χρόνια, Μάτι, κότερα στην Αίγινα, Κατσίφες, μια Δεξιά να ψάχνει στα απωλεσθέντα για θύματα να χρεώσει μάρτυρες μπας και ισοσκελίσει δολοφονίες, πογκρομ, εξαθλίωση, ράντζα, φακελάκια, Ληστεία. Τι ψηφίσατε μαλακες; Τυμβωρύχους ψηφίσατε"
5315,#kokkinopotami Αχ βρε Ιφιγένεια
790,Έλλη; Αυτό γιατί είσαι πραγματικά για σφαλιάρες! #gynaikaxwrisonoma
3291,@USER επικοδομητικό θέλεις; αμέσως: σάλτα και γαμήσου τρολάκι με τις παπαριές που σας μοιράζει η υπόγα της κουμουνδούρου.
2961,"Η χρήσεις αλκοόλ και απαγορευμένων ουσιών το ίδιο και το αυτό με τις σκέψεις ενός μυαλού κολλημένο σε μια απίστευτη πουτανα που όλοι λατρέψαμε όλοι κακιά στιγμή ερωτευτήκαμε κ ψάχνουμε να βρούμε την ηρεμία .,η αυτή ,.η τα ξύδια"
4337,"@USER Ε ναι ,δημόσιας τάξης η ακόμα καλύτερα,,,,εθνικής άμυνας ️θα ζήσουμε μεγάλες στιγμές,, δυστυχώς,με τους μαλακές που έχουν το ίδιο δικαίωμα ψήφου με μας"
8357,Aυτο που ολοι απο μικροι θελουν να γινουν τραγουδιστες-ηθοποιοι-μοντελα....και εχουν αρχειο με παιδικες φοτο με μουσικα οργανα-μικροφωνα-στεμματα κλπ! τι πρωτοτυπο! #TheVoiceGR
998,Σαν ξυλαγγουρο περπαταει με τα πεδιλα....#shoppingstar
5010,@USER Η πραγματικοτητα έει ότι οι γυναίκες όπως κ οι άντρες κάνουν σεξ επειδή το ευχαριστιουνται Πιθανότατα όχι όταν το κάνουν με εσένα αλλά αυτή είναι μια άλλη κουβέντα
5049,Τολμας να εχεις αποψh γεροντοκορη Παπανωτα για τις μητερες που μεγαλωνουν μονες τα παιδια τους αν τους επιτρεπετε να βγαινουν εξω η οχι γιατι δεν ρωτας καλυτερα το διπλανο σου πως ειναι ο πατερας του Σαββατοκυριακου#eutixeite σκασμος! #mesimeri_skai #toprwino #shoppingstar
5512,Μίλτο μαλακίζεσαι σαν τον Ζαχάρωφ #kokkinopotami
10279,Εν τω μεταξύ χθες διάβαζα ένα άρθρο που έλεγε πως το ποσοστό επιτυχίας των ανώνυμων αλκοολικών είναι 5-10%. Δεν είναι όλες οι μέθοδοι για όλους. #erwtasmeta
9693,τι μαλακίες είναι αυτές #GNTMgr
884,@USER Καλημερα ..σε ευχαριστω για τα καλα σου λογια..παντα καλα με τα αγαπημενα σου προσωπα και παντα με υγεια και χαρα να εισαι..
1723,Ρεγγίνα και από μένα #poweroflovegr
9975,Μαζωχτειτε ψυχουλινια! Σημερα έχει μαγικά! #GNTMgr
8622,Δηλαδή άμα έβαλες ρε Δέσποινα σήμερα αυτό στον Τελικό τι θα βάλεις θα μας τρελάνεις θεότητα #XFactorGR
5675,Εγώ την υψηλή ραπτική την ξέρω από παλιά. Καθόμασταν στο διπλανό θρανίο #GNTMgr
4346,@USER Έλα ρε είσαι υπερβολικός. Οκ κάποια από τα επεισόδια της 8ης ήταν τραβηγμένα από τα μαλλιά αλλά το τελευταίο επεισόδιο με άφησε παγωτό.
5745,"Ο πιο κερδισμένος απόψε ήταν ο τυπάκος που τις έντυσε με το χαμόγελο, και όχι μόνο, μέχρι τ' αυτιά #gntmgr"
8196,"Αμανατιδου : ""Πουλο τωρα"" #Gntmgr"
7271,"Μωρή Ανέτ,με συγκινησες! #AgriesMelisses"
5921,Ρε κορίτσια ένα καλτσακι ... Κρίμα τα παπούτσια #gntmgr
958,δε εχει φιλησει ποτε ποδιες δε καθεται να γλυψει κανεναν ο μπιλ μονο δημοσιογραφους γλειφει καλε για βγει ΝΤΑΝΟΣΣ σε ποιο ουρανιο και τοξοοο #bill_xeftla #poweroflovegr
